Carga;Bodega;Fecha;Tipo;Tran_nbr;Tienda;Guias;Detalles;Cant_Wms;Procesado_jda;Encontrados
635453;200;2017-12-06 09:06:14.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635060;012;2017-12-06 09:17:18.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634920;012;2017-12-06 09:33:14.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635166;012;2017-12-06 09:32:56.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634132;012;2017-12-06 09:41:34.0;CTL;727663;123;0;2287;9466.000;SI;
635245;200;2017-12-06 09:37:52.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634926;012;2017-12-06 09:44:22.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635001;012;2017-12-06 09:45:31.0;CTL;-;-;-;-;-;-;No encontrado en JDA
629667;200;2017-12-06 09:46:29.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634331;012;2017-12-06 10:01:04.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634924;012;2017-12-06 09:58:25.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634758;012;2017-12-05 00:45:02.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634757;012;2017-12-05 00:48:18.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634766;012;2017-12-05 01:18:12.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634767;012;2017-12-05 01:22:43.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634765;012;2017-12-05 01:28:58.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634764;012;2017-12-05 01:29:11.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634736;200;2017-12-05 01:42:13.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634768;200;2017-12-05 01:54:45.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634776;200;2017-12-05 01:56:06.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634769;200;2017-12-05 01:58:49.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634778;200;2017-12-05 02:00:07.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634773;200;2017-12-05 02:01:42.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634779;200;2017-12-05 02:02:26.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634789;200;2017-12-05 02:14:35.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634772;200;2017-12-05 02:14:56.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634780;200;2017-12-05 02:15:11.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634791;200;2017-12-05 02:15:30.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634782;200;2017-12-05 02:15:50.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634781;200;2017-12-05 02:15:57.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634777;200;2017-12-05 02:16:02.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634744;200;2017-12-05 02:17:55.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634739;200;2017-12-05 02:18:00.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634762;012;2017-12-05 02:21:17.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634797;200;2017-12-05 02:29:20.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634798;012;2017-12-05 02:30:50.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634787;200;2017-12-05 02:31:42.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634801;200;2017-12-05 02:37:46.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634792;200;2017-12-05 02:38:06.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634784;200;2017-12-05 02:38:25.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634785;200;2017-12-05 02:38:42.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634793;200;2017-12-05 02:39:04.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634794;200;2017-12-05 02:42:27.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634788;200;2017-12-05 02:42:44.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634790;200;2017-12-05 02:44:05.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634799;200;2017-12-05 02:45:51.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634800;200;2017-12-05 02:52:48.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634775;200;2017-12-05 02:55:28.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634796;200;2017-12-05 02:55:34.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634802;200;2017-12-05 02:55:48.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634803;200;2017-12-05 02:55:53.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634795;200;2017-12-05 02:55:58.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634804;200;2017-12-05 02:56:57.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634740;200;2017-12-05 02:58:09.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634741;200;2017-12-05 02:58:52.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634770;200;2017-12-05 02:59:45.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634771;200;2017-12-05 02:59:58.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634809;012;2017-12-05 03:02:03.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634811;012;2017-12-05 03:02:35.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634737;200;2017-12-05 03:03:57.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634786;200;2017-12-05 03:04:33.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634807;012;2017-12-05 03:05:09.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634783;200;2017-12-05 03:06:26.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634810;200;2017-12-05 03:11:55.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634806;200;2017-12-05 03:12:48.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634805;200;2017-12-05 03:14:37.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634808;200;2017-12-05 03:16:52.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634814;200;2017-12-05 03:17:15.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634820;200;2017-12-05 03:20:37.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634819;200;2017-12-05 03:22:00.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634818;200;2017-12-05 03:23:09.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634817;200;2017-12-05 03:23:52.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634816;200;2017-12-05 03:25:28.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634815;200;2017-12-05 03:26:33.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634743;200;2017-12-05 03:26:44.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634822;200;2017-12-05 03:29:38.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634821;200;2017-12-05 03:30:41.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634828;200;2017-12-05 03:31:30.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634832;200;2017-12-05 03:33:54.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634831;200;2017-12-05 03:35:06.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634830;200;2017-12-05 03:36:19.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634825;200;2017-12-05 03:37:03.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634838;200;2017-12-05 03:38:22.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634837;200;2017-12-05 03:39:43.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634823;200;2017-12-05 03:40:03.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634836;200;2017-12-05 03:41:08.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634835;200;2017-12-05 03:42:05.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634834;200;2017-12-05 03:43:36.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634827;200;2017-12-05 03:46:58.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634812;200;2017-12-05 03:50:20.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634840;200;2017-12-05 04:01:52.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634841;200;2017-12-05 04:03:20.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634848;200;2017-12-05 04:13:43.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634813;200;2017-12-05 04:15:10.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634854;200;2017-12-05 04:15:13.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634849;200;2017-12-05 04:16:10.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634842;200;2017-12-05 04:16:32.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634855;200;2017-12-05 04:17:15.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634847;200;2017-12-05 04:19:00.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634846;200;2017-12-05 04:19:19.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634845;200;2017-12-05 04:19:27.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634844;200;2017-12-05 04:19:43.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634851;200;2017-12-05 04:22:45.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634852;200;2017-12-05 04:22:52.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634853;200;2017-12-05 04:22:53.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634850;200;2017-12-05 04:23:00.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634857;200;2017-12-05 04:23:18.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634843;200;2017-12-05 04:24:48.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634746;200;2017-12-05 04:28:20.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634856;200;2017-12-05 04:30:31.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634860;200;2017-12-05 04:31:53.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634859;200;2017-12-05 04:31:59.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634858;200;2017-12-05 04:32:05.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634747;200;2017-12-05 04:34:21.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634864;200;2017-12-05 04:48:45.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634865;200;2017-12-05 04:56:35.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634863;200;2017-12-05 04:57:15.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634869;200;2017-12-05 05:04:05.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634870;200;2017-12-05 05:05:11.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634861;200;2017-12-05 05:11:32.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634862;200;2017-12-05 05:13:01.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634750;200;2017-12-05 05:13:50.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634873;200;2017-12-05 05:17:26.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634874;200;2017-12-05 05:26:26.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634871;200;2017-12-05 05:28:07.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634868;200;2017-12-05 05:28:10.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634867;200;2017-12-05 05:28:16.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634866;200;2017-12-05 05:28:21.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634878;200;2017-12-05 05:31:05.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634876;200;2017-12-05 05:31:14.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634875;200;2017-12-05 05:31:47.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634877;200;2017-12-05 05:37:00.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634872;200;2017-12-05 05:38:06.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634879;200;2017-12-05 05:47:22.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634882;200;2017-12-05 05:49:34.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634883;200;2017-12-05 05:49:43.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634880;200;2017-12-05 05:49:57.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634881;200;2017-12-05 05:50:06.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634886;200;2017-12-05 05:56:43.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634748;200;2017-12-05 06:02:27.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634887;200;2017-12-05 06:03:48.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634889;200;2017-12-05 06:08:53.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634888;200;2017-12-05 06:09:31.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634891;200;2017-12-05 06:14:27.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634890;200;2017-12-05 06:16:03.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634885;200;2017-12-05 06:20:21.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634884;200;2017-12-05 06:20:30.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634751;200;2017-12-05 06:21:33.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634892;200;2017-12-05 06:27:36.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634826;012;2017-12-05 07:32:06.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634824;012;2017-12-05 07:32:21.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634907;012;2017-12-05 07:40:48.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634833;012;2017-12-05 07:50:03.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634908;012;2017-12-05 07:52:03.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634910;200;2017-12-05 07:53:35.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634911;200;2017-12-05 07:53:54.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634893;200;2017-12-05 07:55:42.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634894;200;2017-12-05 07:55:44.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634895;200;2017-12-05 07:55:46.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634655;012;2017-12-05 16:04:56.0;CTL;727911;26;0;255;857.000;SI;
635091;200;2017-12-05 16:06:24.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635098;200;2017-12-05 16:06:27.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635099;200;2017-12-05 16:07:41.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635101;200;2017-12-05 16:08:57.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635075;200;2017-12-05 16:10:50.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634531;400;2017-12-05 16:13:59.0;CTL;727917;405;0;1349;6033.000;SI;
634343;012;2017-12-05 16:16:22.0;CTL;727918;39;0;1631;7630.000;SI;
635106;012;2017-12-05 16:13:02.0;CTL;727920;50;0;2;2.000;SI;
635111;200;2017-12-05 16:15:01.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635104;200;2017-12-05 16:15:44.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635077;200;2017-12-05 16:16:37.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634329;012;2017-12-05 16:21:03.0;CTL;727924;105;0;1515;6887.000;SI;
635107;012;2017-12-05 16:18:53.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635115;012;2017-12-05 16:18:44.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634633;012;2017-12-05 16:23:08.0;CTL;727927;9;0;844;3547.000;SI;
632027;012;2017-12-05 16:23:28.0;CTL;727929;42;0;11;11.000;SI;
634627;400;2017-12-05 16:24:38.0;CTL;727930;419;0;682;5675.000;M0;
634433;012;2017-12-05 16:23:48.0;CTL;727931;46;0;4;4.000;SI;
635090;400;2017-12-05 16:24:49.0;CTL;727932;423;0;130;1053.000;M0;
634940;200;2017-12-05 16:26:59.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635117;200;2017-12-05 16:30:15.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634999;200;2017-12-05 16:30:17.0;CTL;727937;21;0;7;19.000;SI;
635122;200;2017-12-05 16:30:34.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635076;200;2017-12-05 16:36:59.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635055;200;2017-12-05 16:41:17.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634668;400;2017-12-05 16:44:15.0;CTL;727942;409;0;290;1544.000;SI;
635047;400;2017-12-05 16:45:47.0;CTL;727943;406;0;586;4429.000;SI;
634948;012;2017-12-05 16:48:06.0;CTL;727944;22;0;888;4900.000;SI;
635123;200;2017-12-05 16:47:49.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634419;012;2017-12-05 16:52:33.0;CTL;727946;103;0;1383;6191.000;SI;
635126;200;2017-12-05 16:53:19.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635086;400;2017-12-05 16:53:46.0;CTL;727948;410;0;389;2517.000;SI;
635011;012;2017-12-05 16:54:52.0;CTL;727949;17;0;1023;4934.000;SI;
635139;200;2017-12-05 16:56:55.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634532;400;2017-12-05 17:01:12.0;CTL;727951;433;0;892;7989.000;SI;
635103;012;2017-12-05 17:05:50.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635134;200;2017-12-05 17:10:29.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634479;400;2017-12-05 17:11:36.0;CTL;727955;403;0;648;8286.000;SI;
635056;200;2017-12-05 17:11:39.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634624;012;2017-12-05 17:14:26.0;CTL;727957;115;0;1363;6564.000;M0;
635057;200;2017-12-05 17:14:13.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635133;200;2017-12-05 17:18:10.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635148;200;2017-12-05 17:17:50.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634941;200;2017-12-05 17:19:16.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635146;012;2017-12-05 17:20:29.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635128;200;2017-12-05 17:20:30.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635150;012;2017-12-05 17:21:02.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635142;200;2017-12-05 17:21:35.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635137;200;2017-12-05 17:23:08.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634485;400;2017-12-05 17:32:55.0;CTL;727972;442;0;1236;5752.000;SI;
635149;012;2017-12-05 17:37:56.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634628;400;2017-12-05 17:40:12.0;CTL;727974;404;0;250;3072.000;SI;
635157;200;2017-12-05 17:40:29.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634629;012;2017-12-05 17:46:10.0;CTL;727976;30;0;1356;5925.000;SI;
635154;200;2017-12-05 17:44:51.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635093;400;2017-12-05 17:48:15.0;CTL;727978;413;0;761;3752.000;SI;
634554;400;2017-12-05 17:49:44.0;CTL;727979;408;0;417;3946.000;SI;
635124;012;2017-12-05 17:49:36.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635155;012;2017-12-05 17:51:45.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635165;200;2017-12-05 17:51:48.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635163;200;2017-12-05 17:51:50.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635058;200;2017-12-05 17:55:13.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635125;012;2017-12-05 17:56:40.0;CTL;727985;22;0;132;132.000;SI;
635145;200;2017-12-05 17:57:10.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635170;200;2017-12-05 18:04:05.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635167;200;2017-12-05 18:06:03.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634942;200;2017-12-05 18:07:02.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634584;400;2017-12-05 18:08:49.0;CTL;727990;417;0;386;3545.000;SI;
635168;012;2017-12-05 18:11:38.0;CTL;-;-;-;-;-;-;No encontrado en JDA
633541;012;2017-12-05 18:16:10.0;CTL;727993;10;0;3;24.000;SI;
635127;400;2017-12-05 18:16:48.0;CTL;727994;406;0;262;1257.000;SI;
635153;200;2017-12-05 18:19:34.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635141;200;2017-12-05 18:23:29.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634965;400;2017-12-05 18:25:24.0;CTL;727997;401;0;686;5303.000;SI;
635183;200;2017-12-05 18:24:49.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635062;200;2017-12-05 18:25:01.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635059;200;2017-12-05 18:25:22.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635156;400;2017-12-05 18:26:49.0;CTL;728002;442;0;191;1538.000;SI;
635061;200;2017-12-05 18:30:03.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635179;200;2017-12-05 18:31:12.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635180;200;2017-12-05 18:32:05.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635181;200;2017-12-05 18:32:41.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635064;200;2017-12-05 18:39:32.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635185;200;2017-12-05 18:40:07.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635178;200;2017-12-05 18:43:27.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635144;012;2017-12-05 18:44:09.0;CTL;728010;115;0;7;44.000;M0;
634607;400;2017-12-05 18:47:41.0;CTL;728012;437;0;352;2466.000;SI;
635176;200;2017-12-05 18:49:48.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634928;012;2017-12-05 18:52:10.0;CTL;728014;1;0;834;5478.000;SI;
635159;400;2017-12-05 18:52:02.0;CTL;728016;404;0;322;1381.000;SI;
634957;012;2017-12-05 18:53:19.0;CTL;728018;19;0;758;4263.000;SI;
635112;012;2017-12-05 18:52:17.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635182;200;2017-12-05 18:52:57.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635171;200;2017-12-05 18:55:56.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635191;200;2017-12-05 18:57:52.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634943;200;2017-12-05 18:58:09.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635147;400;2017-12-05 19:04:10.0;CTL;728024;403;0;485;2197.000;SI;
635192;200;2017-12-05 19:04:11.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635116;012;2017-12-05 19:07:08.0;CTL;728026;9;0;511;2944.000;SI;
634988;400;2017-12-05 19:07:18.0;CTL;728027;407;0;323;1781.000;SI;
635203;012;2017-12-05 19:07:39.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635172;200;2017-12-05 19:08:25.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635063;200;2017-12-05 19:10:53.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635209;200;2017-12-05 19:11:21.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635174;200;2017-12-05 19:13:02.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635151;200;2017-12-05 19:15:56.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635169;012;2017-12-05 19:16:09.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635212;200;2017-12-05 19:17:04.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635173;200;2017-12-05 19:18:14.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635205;200;2017-12-05 19:21:07.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635207;200;2017-12-05 19:21:30.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634579;012;2017-12-05 19:25:21.0;CTL;728045;38;0;709;2966.000;SI;
634337;012;2017-12-05 19:32:12.0;CTL;728046;108;0;1076;4877.000;M0;
635217;200;2017-12-05 19:31:28.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635189;200;2017-12-05 19:34:13.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635219;200;2017-12-05 19:33:54.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635215;012;2017-12-05 19:34:49.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635214;200;2017-12-05 19:36:54.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635221;012;2017-12-05 19:42:19.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635220;200;2017-12-05 19:43:54.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635223;200;2017-12-05 19:48:27.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635227;200;2017-12-05 19:55:33.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635211;012;2017-12-05 20:01:44.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635222;012;2017-12-05 20:02:36.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634944;200;2017-12-05 20:03:23.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635247;200;2017-12-05 20:05:30.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635187;200;2017-12-05 20:18:52.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635196;012;2017-12-05 20:19:19.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634945;200;2017-12-05 20:21:25.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635251;200;2017-12-05 20:25:26.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635252;200;2017-12-05 20:31:10.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635250;200;2017-12-05 20:34:28.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635255;200;2017-12-05 20:37:57.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635254;200;2017-12-05 20:47:59.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635065;200;2017-12-05 20:58:46.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635261;200;2017-12-05 21:01:03.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635258;200;2017-12-05 21:04:20.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634641;012;2017-12-05 21:07:34.0;CTL;728088;64;0;1863;10393.000;SI;
635260;200;2017-12-05 21:06:02.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635256;200;2017-12-05 21:08:02.0;CTL;-;-;-;-;-;-;No encontrado en JDA
634575;012;2017-12-05 21:12:05.0;CTL;728093;88;0;2265;12304.000;M0;
635253;200;2017-12-05 21:11:05.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635257;200;2017-12-05 21:11:47.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635267;200;2017-12-05 21:17:09.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635266;200;2017-12-05 21:17:19.0;CTL;-;-;-;-;-;-;No encontrado en JDA
635265;200;2017-12-05 21:17:30.0;CTL;-;-;-;-;-;-;No encontrado en JDA
